C1	C2	C3	C4	C5	C6	AD1	AD2	AD3	AD4	AD5	AD6
A0AVT1	-0.173063180207992	-0.213327862479168	-0.824389383682819	0.15471139283914	0.82939028054177	-0.594301850704186	-0.665574839736108	-0.357737692774492	0.46092591518157	0.211161698123227	0.44033661135542	0.233076207358774
A0FGR8	-0.454200743681374	0.0295310443121438	-0.695132330319606	-0.641676015434758	-0.105948484251991	-0.785303463519927	-0.398851457433856	-0.752373171083442	0.0222421961976329	-0.630211027672015	-0.508061726478876	-0.425769972299534
A0MZ66	0.0024383218699302	1.17089319571585	-0.568017964508004	-1.20996609002096	0.520240467122429	-0.632108035977174	0.588665969264856	0.448726355722308	0.61089654901	-0.294883463026511	-0.00264621870013216	-0.0775176509143649
A0PJE2	0.635727165770352	0.656578426802844	1.12903090660357	-0.0434631029336642	-0.079051851309687	0.165005223649063	0.0207317978802636	-0.0405533913063391	-0.658681127725522	-0.686532973280893	-0.43994719358349	-0.41197424042868
A1L0T0	0.854135218860048	0.852549683291789	0.232688760300209	1.26510292457984	0.469811304532195	0.317570424753992	-0.44959153722904	-0.49299290441258	-0.215662715484516	0.986735993561234	1.10404451588671	0.928635239712648
A1Z1Q3	-0.00766956393355175	0.619388950386449	0.289822116650055	1.47322878286036	0.51471258626658	1.24122489969872	0.326896708458867	0.94150138637772	0.873961328992797	1.66591051692758	0.884751060313799	0.587656611036481
A2RRH5	-0.719817629636668	-0.23089113484714	0.328589638927362	-0.925077611123241	-1.5571202511743	-0.600259581774832	-0.247679010806871	0.724768116905323	0.291265191220859	-1.15689241296755	-0.893926915983087	-0.724152155242121
A2RU67	-0.441716524839294	-0.631431768683209	-0.380427125613887	0.0519249891043264	0.160836510689087	-0.559538997672764	-0.64853006742415	-0.835482913610704	0.330613192528105	-0.507442701764648	0.375213135772504	0.531163842805784
A4D126	2.04005493049941	-1.09742834245582	0.593493168346245	0.289525686041886	0.395465952103377	0.927467966391416	0.0981583423817734	-0.286746219541741	-0.318990779788325	0.690047223749826	0.631018077346153	-0.137229072222625
A5YM72	-0.186028510722393	1.32288846188594	-0.596148279345716	-1.64726034088154	-0.37975491477468	-0.543385984141661	1.22595482332152	0.653532423647913	-0.143031579247648	-0.189130830136757	0.409965094023579	-0.0484532903215706
A6NC98	0.140784484553493	-0.0780199911130667	0.18568949376048	-0.0576287729921336	1.56763325875073	0.197589365190392	0.272493442677139	0.867607062551861	1.12689148862598	1.23503716130116	1.2640673336383	0.901310401914872
A6NDG6	-0.432831823252657	-0.167441848118049	0.542271065643638	-0.551674384301367	-0.397370779861998	-0.303234264346934	0.142604384046735	0.659022936712201	0.124640475100819	-0.142820866619148	-0.2626279649134	0.127653612496912
A6NDU8	-0.00768156513733211	0.027647338311787	-0.505476710722974	-0.388690604234284	0.954861152532233	-0.0155254063564886	0.163360267170288	-0.249835853246021	0.304493606321942	0.93065205964339	1.00301291998189	0.957791987417313
A6NGB9	-0.392143309258897	-0.52795271553302	1.64596110449887	2.00494007825223	1.70191578425989	2.54901988658686	-1.5574632120027	2.92301451529466	2.65675040520228	1.89853591016708	1.66734669792845	2.17544286093729
A6NGN9	-0.993107507195939	0.677055544559186	0.247318911046835	0.311465111328093	-0.10980010074846	0.582561444837979	0.495384060403575	-0.00323910730367257	1.03615483313559	0.140280486421074	-0.043839891276588	0.809939565235929
A6NL28	0.99867952865276	-0.101253031913247	0.92202337317228	1.02577438632598	-0.546740420791852	1.37826602425901	-0.976302163790301	-0.518424514046219	0.118485996184283	1.18770410521569	0.831191178387114	0.4801930874076
A6ZKI3	-0.048783608161159	0.15349003909901	-1.17512436075182	0.294489404175401	0.652574470257929	-0.810769116791414	-1.35235316754511	-0.711299819145689	0.389617228449291	0.328066789336553	0.624701745609074	0.298446724802414
A8MSI8	-0.953799806082053	-1.40863227521678	1.22165063060599	-1.04555816248077	0.618409497580217	-0.128781051751354	2.09579970927939	1.94001049138139	1.75842935650936	0.242680030676297	0.46388910249916	0.638287210294528
A8MVW0	-1.93275114802213	-1.16718238892569	-1.88761996238384	-0.906719122077526	0.312823175116236	-1.14361930008357	-1.63754205835355	-1.87817905183821	-1.67887357739531	-1.45760388864108	-0.565965138595991	0.273541052227955
B1ANS9	-0.904480187643341	0.628079435082988	-1.88396874338066	-0.819952576752834	-0.0328636407684051	0.0188780287285884	1.62091740288126	-0.393771432144557	0.250193235397144	0.0256504425242909	-1.60548978640614	-0.151216795140755
B9A064	2.79756094875143	2.24656833749933	2.7631740758346	2.02555776026333	-0.563556633994394	1.44575247969316	-4.93380127417528	-1.02532506200564	-1.75719499023285	-1.22962422817707	2.49546605261823	-1.71262328415515
C9J069	0.237864289303562	-0.589525278434574	0.702882581312586	3.05490152179279	2.67582434510129	-0.76467930780315	-0.769575010268107	1.89813110250696	1.89842891276665	-0.32108090086329	2.76291310387622	0.546799479806361
O00139	-0.300731633724075	-0.061156620584257	-0.894206863825213	-0.0790637407366651	0.385525854741904	-1.0584937221777	0.195087291636809	-0.0858769233045424	0.912896944260436	-0.975218086284506	-0.637623481788059	0.0643205541661425
O00154	-0.123997608437712	-0.331823595895976	0.150077054398566	0.267991385432776	-0.0614871119404111	0.5163412457844	0.388218331518635	0.613878063223303	0.573805208920811	0.903463417784123	-0.0399338712585116	0.622673457642589
O00170	-0.120608544442605	0.732305747275224	-0.606640809486252	-0.0811917675010013	-0.676221405815081	-1.5361717490587	-0.426975046188783	-1.7173940272228	0.517224703125449	-1.74238465195034	-0.461053670520738	-0.831356063097927
O00186	0.430860876726428	0.610703758960573	-1.19264067776832	-0.910389154936603	1.19685797806135	-0.450873387718524	-0.431921135446733	-0.561632038782803	0.543835171154336	-0.66631642732019	-0.354155161615667	-0.0503080678207202
O00192	-0.644219905986729	0.067301568461423	-0.75349925215807	0.474549547998955	0.372986566298596	-0.591484092733667	-1.4953146647444	-1.0977453496862	-1.11185832164139	0.112559838381555	-0.0498849648144365	0.558957397009463
O00193	0.488643284612231	0.52615161769587	0.210331871967741	-0.114902174858094	-0.13538672644452	-0.244985320458281	0.086378138150789	-0.57315514014384	-0.721357528273789	-0.871852400717868	-0.427053695112296	-0.761680918096637
O00194	0.349179238125987	-1.94100353439769	-0.0679899944023111	-0.352148888119292	0.206169794309478	-0.132869226930218	-0.558991762707369	-0.0210742069842564	0.676915744639725	0.201192869599076	-0.00801265605187628	0.84617668341437
O00213	-1.83124216556882	-1.27421964747084	-1.89264863318685	0.00354439354300977	0.151366261591139	-0.893770348400343	-0.772578677201441	-1.51602575387448	-0.266035172771608	-1.25709519752158	-0.614043789007383	0.389509190158595
O00217	-0.604146295078985	-1.95726699421116	-0.752027062127323	0.288911535520825	-0.716998861043587	0.139027146934096	-1.10963875964387	-1.44745155101763	-1.01461638181282	0.278310913405597	-0.0762122136785102	-0.159537131320488
O00231	-0.398131860553855	-0.691277049520179	-0.48126100500675	-0.119607112046944	0.141189197168355	-0.283437786180643	-0.775371420455536	-0.19726643209168	0.764104303078611	-0.21465440073324	-0.020400074732737	0.262966663021912
O00232	0.200501343358405	-0.366870776468911	-0.900123090280497	0.607827647416564	0.470719250707175	-0.0972432680841266	-0.480319526946899	-0.782149795040563	0.492909765330667	0.104893091223005	-0.10313756988884	0.18839392021153
O00233	0.943326031970046	1.32227667784669	0.833984131014045	0.298706415769922	0.0525671128665655	0.297983841950638	0.10729445019469	0.219539892861535	0.185194217150366	-0.00980902442304251	0.308508290633857	-0.190773526815657
O00241	-0.695321469476182	-1.69792419479125	-0.342896953506754	-2.96402277222029	-2.16115207466778	-1.25714540663055	0.394061641659608	0.726027736317381	-0.986182594299684	-2.24469794080191	-0.47746384587275	-2.39699253528601
O00244	0.59876066935117	0.572901206721362	0.583390799305386	0.182575580524505	0.856824354321407	0.864547574954341	0.125641178317271	0.407047515907131	0.439377754686205	0.885219304416564	0.0222491773046045	0.533940795779104
O00264	-0.265047808950787	-0.184887160943501	-1.32759810824923	0.0294459628956842	0.737393613184793	-0.773214806659362	-0.803671766035781	-0.504991719724039	0.428961495585499	-0.229512767344885	-0.0410863578872997	-0.0254096164716392
O00273	0.112892948313072	0.771795533556081	-1.033014081074	0.605112277807659	-0.157568063423423	0.119512797446275	0.0562884420977181	-0.22894579794204	0.235566664414532	0.904888250837702	0.568695624591827	0.730648641517514
O00291	1.62024668171822	0.126870048391187	-0.743451448782682	3.06367534432294	1.25770351540322	0.3454442417601	-0.657238919243869	-0.780543170855995	0.107970828956966	1.42761375860731	0.736710885644959	1.59528017187902
O00299	2.47681753305851	3.05855266333376	0.721218099027137	0.892526114091439	1.40270586549119	1.68414148636045	0.195191867168671	0.965591546336915	-0.467703714269424	0.490989665353253	0.897738506292582	-0.16204997634174
O00303	-0.5998564884541	0.194773510173873	-0.979343039976532	0.571749297559968	0.0193233025325158	-0.028874601248755	-0.0493239011709533	-0.570101091472424	-0.186501745487933	0.331416950243099	0.378452521564472	0.833941497856809
O00330	-1.31394449351337	-0.942237401227509	-0.349921631970227	-1.00595138455176	-0.690365263899468	-0.254039947932435	0.734255623538587	0.598900446461756	1.12326124565589	-0.0276654142573931	-1.3657150236039	0.452525450314637
O00399	-0.460252162071608	-0.784488155935152	-0.100221882219254	-0.233050215233883	-0.22973507689021	0.227803088978649	-0.863515633665918	-0.31997297963709	-0.264183832240707	0.402235232074276	0.122235152484505	0.1363969336539
O00401	0.1236083893948	-0.120275468802315	1.7716140816279	1.43701041111096	0.845463504946281	1.83545896577648	0.0234933127227025	2.91945818646627	2.29405855884406	1.15362794549757	0.757038561853085	1.16036828793993
O00408	0.0353770521248064	-0.910528784780699	-0.612402360219506	0.221433382650692	0.465548537297312	-0.0723318641523846	-0.219931839108585	-0.0818855111435275	1.29873412123882	-0.0376417780245789	-0.388197451433006	0.176087187886192
O00410	-0.816625112192121	-1.00427152308841	-0.788004288103299	0.000110592817092931	0.442935174772433	-0.188573560293199	0.807117107723955	0.818812916741577	0.484739348814983	-0.203540788497819	-0.425214957803783	0.0783783434925354
O00429	-1.01524246838885	-1.16828355784215	-1.15546042701662	-0.321946707430193	-0.0402183258236484	0.0205927452633125	0.454652167873064	0.839983531476698	1.08146973845613	0.434748089332285	-0.212477380300917	0.324853868613751
O00442	-1.14438759693854	0.0289647789265101	-1.61285148973335	-0.293170239315854	-0.37888965549231	-0.96446931451061	-0.393482019234409	-2.6688187839962	-0.0715291060043942	-1.58147180520365	-0.251265317949637	-1.14697090234723
O00468	1.97960307897525	0.309900940943068	0.825580152093436	0.669944503771234	-1.2100460552864	0.384676490387784	-1.05048052089053	-0.928822219231945	-1.02335458286788	-0.484369958023918	0.404791517809851	-0.0725982394979072
O00479	0.818982493791731	2.0284268013431	0.996740328855847	1.20806156700648	0.136890441514539	1.12691921655483	-0.563982553696934	-1.18000813708965	-2.04769096622114	1.09097974883837	1.85669997117817	0.0836171211065373
O00483	-0.800119260789265	-1.13687157192791	-0.753588826941596	-0.911353995391409	-0.79794578839635	-0.551492775911976	-0.859026851386971	-0.14327032071825	-0.329957165503975	-0.536929152664502	-0.738668067446553	-0.43165707865498
O00487	-0.0568075104653291	-0.372711661538848	-0.245384171041363	1.65723395565215	1.62964536369013	1.33751211431304	0.737697783935959	0.351787279497934	0.784184568526377	-0.410755655065398	1.80762469041842	-2.03573133684958
O00499	0.0777971844918236	0.741544228466644	0.626205966774978	-0.483983553455769	-0.0061601882771395	0.360354155251662	1.37878558272947	0.557004789489225	-0.0126556959250679	0.0206129500832938	-0.0347265208544632	0.084754823219556
O00505	-1.11353466401676	-0.338660192061438	-1.52755986088716	-0.170976720370838	0.465117576736547	-0.589287875400148	-0.355773454263258	0.190967324299728	1.13866357251339	0.152800117866109	-0.0180298836714413	0.662694409583253
O00519	-0.408658407314284	0.320992305079934	-0.565000045505413	-1.11986062189877	-0.997595165121568	-1.22481295445706	-0.648850564793131	-0.663542191181056	-0.305226659545395	-1.57991762344896	-0.553246385507106	-1.00905522537215
O00533	0.0875191055864634	0.143338498830381	0.940587017438747	-0.242237361961338	0.438945101621316	0.394876161232051	1.19441526567569	0.267033560598746	-0.189933589800912	-0.0907605921097928	-0.388868925276354	-0.391452248605844
O00534	1.56142554442372	1.28813448859289	-0.232036666028454	0.473375350951624	0.738825496161266	0.175011104395148	-0.875398160406825	0.799886736437586	-0.290106702880553	0.868331938452749	1.31934894811865	0.307547069996196
O00560	-0.575475606937651	-0.237292369631563	0.23668290940559	0.420446693460993	0.179515317389059	-0.467141194419482	-0.267612577953245	-0.116208949520047	0.603813391362974	0.989486150838444	0.982538372136633	1.31352465231927
O00567	1.36629269021836	0.500004457339702	-0.1664150526483	0.585729594805964	-0.949603795634255	0.366336327098502	-0.602607021290361	-0.146061957653918	0.252514798941213	-0.696358624641111	0.00962000217587944	-0.129009340774685
O00571	-0.693014375540622	0.656365757965831	-0.921696907027564	-0.741185961828635	0.380231459813362	-1.19404484729907	-1.23468701771469	-1.16765212754916	-0.248085379918055	-1.06871480427284	-0.570808387217151	-0.738949598307083
O00584	-0.81670482651379	-0.708222790459481	-0.363857357449035	-0.934579393468199	0.464146713055109	-0.0212270629766901	0.564877732325992	0.418861968592803	0.127888159894364	-0.449563156505453	-0.737082390825104	-0.183559781994013
O00625	1.71090622644435	0.934349472902233	0.770165363039829	-0.899017850700121	0.94178889697657	0.477443049514255	-0.352139341729348	-0.149620172680997	-0.841502440494231	0.213552902369266	0.256351070360145	-0.989518619319809
O00629	0.00871315005210058	0.428715188363597	-0.0538037305708231	0.350572354984473	1.43365544012428	-0.739942331311615	0.209532602531269	-0.112341976438026	1.19519995999162	-0.452892181797567	0.385368298468366	0.68318576773368
O00712	-1.05886092252391	0.0681559619605249	0.627313675206441	-1.10492546426555	-0.741698633877176	-1.1789880666642	0.157446017647184	-1.74167738047536	-3.82964030811718	-1.57311501543939	-1.18895253671992	-0.82795412204771
O00743	0.236554439358047	0.202041972461849	0.404989846499792	0.0863504491169478	0.657073082219336	-1.58074217507241	-0.00651617185532296	0.328968735932525	0.447310687442171	-1.07139371197854	-0.496502309776563	-0.599254793773105
O00764	-0.504547949712749	-0.319197884250888	-0.949416048767344	-0.698979608449209	-0.0303387921670771	-1.42918125478488	0.0706626275223205	-0.869638061295498	0.389628805363176	-1.39412909756258	-0.974769493028309	-0.411132817864099
O14495	1.29664221251934	0.330231473915811	0.40384001501747	1.17069626402719	1.21254874843581	1.06544960336992	-0.505663072022196	-0.507648594543936	-0.69538827478381	-0.118850639078096	0.593335042010249	-0.261301900092359
O14523	-0.0899193796843022	-1.68906376455745	-0.882415212657737	-0.733408208749426	0.76219651026704	-2.01652800677349	-0.954815361829686	-1.76108162538403	-1.24455337678563	-1.9667291650945	-0.166808814398088	-0.235887017550055
O14525	1.66831709456112	1.76711220702917	2.63387211501288	-0.0586748726207042	-0.620133523663584	-0.20303776204885	-0.211648614738959	0.239959085711144	-0.982584807164597	0.216663717661977	-0.256667428594528	0.397047782333886
O14531	-0.506825330758798	-0.442406734526537	-0.45496014447685	-0.203908776561242	-0.127379871978905	-0.0100040437873566	1.13798188212535	0.521692508017989	0.775923847507937	0.393794240744272	0.82103177704171	0.38318326998048
O14558	2.0771486704717	1.56919966259318	0.238704056444605	0.824972982965194	0.703597610546298	0.865142230543042	-0.452083085464256	-0.852807667215236	-0.746410847446364	-0.815904129594915	-1.51410933308113	-2.25754773739577
O14561	0.265194703019259	-1.30219576727261	-0.684375688250713	-0.106091566566663	-0.637317894936732	-0.253503615644215	0.643990544899551	0.505422181698179	0.243183936341044	-0.358458755929111	-0.98637593990652	0.00899711056009832
O14576	-0.397311974738136	-0.181043118335293	-0.143281381161258	0.0702972414142811	-0.599188100862062	-0.0619956622609377	-0.0955365128754056	0.878667272202539	0.663049400307127	0.403563359267584	-0.314092721101955	0.524871111093094
O14578	0.598818828391667	0.816595698339817	1.23265609448188	-0.11110943382615	-2.38357761468629	-1.40640086899434	0.619554087610448	0.827606085542277	-0.547028160056403	-1.61113539086377	-0.77189388529855	0.332458243320631
O14579	-1.44750737761589	0.88064977123192	1.49832914441228	-0.564194166330824	0.650944038002028	-1.94125311240738	1.48701613723224	1.32605417395233	1.74995902425104	-1.29794007024144	-1.38118776948693	-0.877573514670554
O14594	-0.252578501639274	-0.831334263644451	0.942134798816669	1.11112527676274	-0.150351655753187	0.98161765161416	0.255795607767767	1.30621514673644	1.00292236092849	0.958292642307705	1.33241749164573	1.08690969046029
O14617	-1.60251167641862	-1.1488579025033	-1.31399721049582	-0.69316419576404	-0.36562830615186	-1.12930324180388	0.262295607926486	0.513547462173557	1.35212987836708	-0.855262478579046	-1.12867646533889	0.147162089432996
O14618	0.0293229185269246	-0.148911693646438	-0.62562996009325	0.646991608081199	0.749446718334553	0.834899834547573	0.19521559572421	0.347812564253221	0.151993296534644	1.59468989429131	0.87874760920442	1.26831976504833
O14639	0.369419985194682	0.440628821730489	0.0265933178178965	-0.0403136458995894	0.16107791111905	-0.480412066963804	-0.406640219998479	-0.621929397350647	-0.6372914930207	-0.321247927633432	-0.629163808780913	-0.91919205090323
O14672	0.530329230256188	-0.264924777858495	0.374289614996642	-0.493805346841564	-1.24452634613141	0.195022011378229	-0.379141043053703	-0.61576305019339	-0.673948001180656	0.115121842080994	-0.269556944416751	0.213363307544425
O14737	0.255843335545812	0.153960176581555	0.506871438658476	0.238136900310855	-0.0722238826100567	0.602415095428987	0.100324174264259	0.565080294349236	0.294622849069079	0.601842400123322	0.575839194624449	0.407850575217965
O14744	1.06267833814947	0.714606326475603	1.15390286537021	0.953884387840266	0.709050633218311	0.623474118719853	-0.127465241093196	-0.179790542877668	-0.342165003054517	0.106984927187228	0.630829208089294	0.43063869745029
O14745	1.26764717561038	1.34313903645346	1.24166425346937	0.69643259163532	0.753958415002471	0.911212999842509	0.393956231685528	0.523212884518864	-0.286089220093896	0.894840171983742	0.890801693614422	0.223301457281652
O14746	-0.631974301349664	0.0733082571489202	-2.92848733989098	1.59661818737327	0.686043187120627	-0.984769131091164	0.539701848536947	0.188647187342574	-1.38778604929914	-0.224484116351721	0.0570211615761853	-0.158528656493461
O14773	1.12757516688795	-0.103727969958234	1.19851048940216	0.267850056751044	0.110046104194219	1.15332896032639	-0.312179121401254	-0.133592932611214	-0.882027336396508	0.318539536845223	-0.16978939133834	0.169331298504859
O14775	-0.858209310180767	0.0315874958739678	-1.69949848993912	-1.20067275696659	-0.378865791430481	-0.816709271474671	0.902843142826432	0.0833678587963537	0.33041964057722	-1.06297184451873	-1.08197459539744	-1.25548190099524
